,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,defaultPayment
19789,2,2,1,41,0,0,0,0,0,0,61287,69422,3021,4236,3000,2000,7000,0,0
19790,2,1,2,35,0,0,0,0,0,0,57536,54152,5000,7000,5000,5004,5000,5000,0
19791,2,3,1,40,0,0,0,0,0,0,48489,23,1813,2184,1248,359,0,20706,1
19792,2,1,1,45,1,-2,-2,-1,-1,-1,0,0,0,0,370,9301,0,0,0
19793,2,3,1,42,0,0,2,2,2,0,26536,18429,5000,0,3000,2,1000,1000,0
19794,2,2,1,39,-1,-1,0,-1,0,0,2569,3739,11662,6003,8111,273,3739,6547,0
19795,2,2,2,43,-1,0,0,0,0,0,170373,104045,5007,3500,3500,4000,4000,5000,0
19796,2,2,1,40,-2,-2,-2,-2,-2,-2,0,0,0,2454,218000,0,0,179999,0
19797,2,1,1,47,-1,-1,-1,-1,-1,-1,3148,619,4206,30775,949,3359,619,6641,0
19798,2,2,1,32,0,0,2,2,2,2,15623,21872,3009,1500,0,3000,1000,0,1
19799,2,3,1,40,-2,-2,-2,-2,-2,-2,0,4095,0,0,0,0,4095,0,0
19800,2,2,1,40,-1,-1,0,-1,-1,-1,3463,1909,5143,6458,3917,1819,2299,1909,0
19801,2,3,1,41,-1,2,-1,-1,2,2,1838,1891,0,179,2034,214,0,283,1
19802,2,2,1,46,0,0,0,0,0,0,34433,47056,1383,1647,1004,41551,2056,1670,0
19803,2,2,1,43,-1,-1,-1,-1,-1,-1,1448,14279,6018,10426,6110,7848,14279,20723,0
19804,2,2,2,34,-2,-2,-2,-2,-2,-2,1716,-5459,1518,1000,0,0,0,0,0
19805,2,1,2,35,-2,-2,-2,-2,-2,-2,0,0,0,2500,0,0,0,0,1
19806,2,2,1,42,0,0,0,0,0,0,25897,93354,10000,15000,20000,20000,15000,20000,0
19807,2,2,1,37,0,0,0,0,0,0,38670,26598,1606,1674,1420,937,1006,1039,0
19808,2,3,1,31,0,0,0,0,0,0,29731,27858,1500,1500,1500,1000,956,1000,0
19809,2,3,1,47,1,2,2,2,0,0,13012,16289,1000,900,1000,1200,1200,1200,0
19810,2,1,2,36,-1,-1,-1,0,0,0,5160,32202,0,15362,10000,7000,5000,5000,0
19811,2,2,1,42,-2,-2,-2,-2,-2,-2,7065,0,1459,1835,2396,0,0,0,0
19812,2,2,2,41,-1,0,0,0,0,0,32192,21304,2500,13500,3000,3000,3000,2000,0
19813,2,3,1,41,0,0,2,0,0,0,6667,7900,2600,0,1300,1000,286,505,0
19814,2,3,1,45,3,2,2,2,-1,-1,94471,0,0,8806,0,2065,0,0,1
19815,2,2,1,40,0,0,0,0,0,0,33907,30735,2000,2100,1500,1000,1000,1000,0
19816,2,1,1,36,0,0,0,0,0,-1,28292,3617,1583,1364,1042,402,3631,7796,0
19817,2,2,2,33,2,0,0,0,0,0,19946,10526,1593,1340,1171,402,600,538,1
19818,2,3,1,42,0,0,0,2,2,2,21969,29276,1706,5251,0,3519,0,1368,1
19819,2,2,2,43,1,-1,-1,-1,-1,-1,0,1222,1010,970,290,590,1222,0,0
19820,2,2,1,46,-1,2,2,-1,-1,2,2893,1438,1436,0,1261,2849,0,1261,1
19821,2,3,2,46,0,0,0,0,0,0,47788,29263,2201,2250,1509,1329,1300,1200,0
19822,2,2,1,41,0,0,0,0,0,0,20441,20389,1700,1700,1600,700,710,1001,0
19823,2,2,1,32,0,0,0,0,0,0,59274,60650,2131,2133,2050,2191,5300,0,0
19824,2,2,1,46,3,3,2,0,0,0,10145,19861,0,1000,9000,1000,1000,400,1
19825,2,2,2,35,-2,-2,-2,-2,-2,-2,3327,92472,0,2723,0,0,92472,10000,0
19826,2,3,1,43,0,0,0,0,0,0,14959,15243,1600,1700,1500,1000,1000,1780,0
19827,2,2,2,33,0,-1,0,0,0,0,9286,0,2748,2000,2009,2000,0,0,0
19828,2,1,1,43,0,0,0,0,0,0,121868,86661,6000,5000,5000,5000,5000,5000,0
19829,2,3,1,48,0,0,0,2,0,0,36956,28191,1553,3345,0,1000,1000,1000,0
19830,2,2,2,35,1,-1,2,-1,0,0,-3258,3498,14000,0,10494,0,0,16248,0
19831,2,2,2,36,1,2,2,2,0,0,81606,48161,0,7600,5,2000,2000,2000,1
19832,2,2,2,38,0,0,0,0,0,0,26495,6882,1291,1101,1098,250,247,300,0
19833,2,2,1,40,0,0,0,0,0,0,111508,104167,4100,5000,4009,3500,4000,5000,0
19834,2,3,1,43,2,0,0,0,0,0,46092,16693,1700,1700,1243,1000,500,1000,0
19835,2,2,2,38,0,0,0,0,0,0,92579,75173,4300,4000,4033,3000,3300,3500,0
19836,2,2,1,35,-1,-1,-1,-1,-1,-1,326,326,326,6736,4246,326,326,502,0
19837,2,4,1,44,-2,-2,-2,-2,-2,-2,0,2206,1904,0,0,0,2206,686,0
19838,2,2,2,40,0,0,0,0,0,0,117338,99565,4211,4002,4006,3412,3486,4000,0
19839,2,2,1,49,1,2,2,2,0,0,19208,22778,1000,3321,0,1000,1000,1001,0
19840,2,2,1,32,0,0,-2,-1,-1,-2,4857,17889,0,0,1011,4385,17889,9455,0
19841,2,1,1,33,0,0,0,0,0,0,63505,71253,5000,5000,10000,3000,3000,3228,0
19842,2,1,1,40,2,2,2,0,0,0,170489,195574,13926,0,6408,6478,13629,0,0
19843,2,1,2,35,2,2,2,2,0,0,110581,87630,0,10800,0,3500,3400,3500,1
19844,2,1,1,37,1,2,0,0,0,0,18961,27622,0,9173,5400,7979,7622,0,0
19845,2,1,1,43,1,-1,-1,-2,-2,-1,0,259,601,0,0,0,259,150,1
19846,2,2,1,42,0,0,0,0,0,0,192821,148866,8000,10120,6500,5500,7000,6000,0
19847,2,2,1,30,2,-1,-1,0,0,0,736,34213,1237,43757,2005,1500,2000,2000,0
19848,2,1,2,31,-1,-1,-1,-1,-1,-1,14697,316,4501,2343,15289,316,316,3179,0
19849,2,1,2,34,0,0,0,0,0,0,21849,13463,1500,2016,5000,2000,1463,3365,0
19850,2,4,1,45,0,0,0,0,0,0,151214,158498,6000,5500,7000,6000,12500,6500,0
19851,2,2,1,45,0,0,0,0,0,0,71149,48758,3000,11261,10000,2100,5000,5000,0
19852,2,2,1,49,0,0,0,0,0,0,53714,59523,2570,2650,2100,2100,2150,3000,0
19853,2,1,1,42,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,1
19854,2,2,2,46,0,0,0,0,0,0,15717,19684,1276,1603,1311,684,860,874,0
19855,2,2,1,38,1,2,0,0,2,0,73688,68911,0,2800,6500,0,2821,5500,1
19856,2,1,1,47,-2,-2,-2,-2,-2,-2,-96,8134,3031,2889,17993,9468,8949,3915,0
19857,2,1,2,38,0,0,0,0,0,0,250475,262575,11000,11060,50008,8400,10000,10000,0
19858,2,1,2,34,0,0,0,0,-1,-1,19406,210,6000,1600,1000,4641,210,3523,0
19859,2,1,1,34,0,0,0,0,0,0,22848,29315,2000,2000,2000,1000,1500,2000,0
19860,2,3,1,26,0,0,0,-1,0,0,27217,23795,1179,1361,5921,23665,566,213,0
19861,2,2,2,27,1,2,0,0,2,2,51176,47551,0,2200,3700,2000,0,2000,1
19862,2,2,2,27,0,0,0,0,0,0,401298,346718,40000,15140,15000,12565,15000,13000,0
19863,2,3,1,41,0,-1,-1,0,0,0,2472,5416,8160,4549,1056,139,2000,381,1
19864,2,1,2,34,-2,-2,-2,-2,-2,-2,-20,56020,50684,3200,2990,12280,56020,5450,0
19865,2,2,1,33,1,2,2,2,2,2,12560,9932,0,4250,0,1209,0,1000,0
19866,2,2,1,39,0,0,-2,-2,-1,-1,106260,86188,0,0,0,390,86188,3272,0
19867,2,1,1,38,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0
19868,2,2,1,33,0,0,0,0,0,0,23870,31939,2000,2000,1437,2401,3000,6000,0
19869,2,1,2,34,-2,-2,-2,-2,-2,-2,1494,168,538,3218,0,429,168,168,0
19870,2,2,1,34,0,-1,-1,-1,-2,-2,1162,-1228,759,699,115,712,0,235,0
19871,2,1,1,35,-1,0,-1,-1,-1,-1,43098,14216,42000,15224,16659,35241,14216,72944,0
19872,2,2,1,38,0,0,0,2,0,0,37539,37235,2000,4000,0,1700,3000,0,1
19873,2,2,1,46,0,0,2,2,0,0,198342,80588,19000,5000,0,5000,10000,50000,0
19874,2,2,1,39,-1,-1,-1,-1,-1,-1,5360,978,6207,398,629,0,978,2198,0
19875,2,3,1,39,1,-1,-1,-1,-1,-1,-5,0,585,2207,630,540,0,0,0
19876,2,2,2,42,0,0,-1,0,0,0,37606,15057,3000,15000,2000,2000,2000,0,0
19877,2,2,1,38,0,0,0,0,0,0,40125,19789,2006,2002,1603,1000,2000,0,0
19878,2,1,2,46,-1,-1,-1,-2,-2,-2,5372,0,12277,0,0,0,0,0,0
19879,2,1,1,37,-1,-1,-1,-2,-2,-2,1568,0,2500,0,0,0,0,0,0
19880,2,2,2,36,0,0,0,0,0,0,9738,13314,1177,1201,1212,467,485,1147,1
19881,2,1,2,38,-2,-2,-2,-2,-1,0,2581,11254,2929,6966,1935,6665,8000,15941,0
19882,2,2,2,39,-2,-2,-2,-2,-2,-2,2880,210,0,0,0,2894,210,2595,0
19883,2,2,1,42,-2,-2,-2,-2,-2,-1,7906,4709,2138,5756,4303,4711,4741,6037,0
19884,2,1,2,31,1,-1,-1,-1,-1,0,29091,37940,5763,15691,9393,69526,5000,20000,0
19885,2,2,1,32,0,0,0,0,0,0,198704,50222,10000,10000,10000,50000,2000,2000,0
19886,2,1,2,34,0,0,0,0,0,0,332916,123936,14600,3035,1958,2819,100000,3000,0
19887,2,1,1,47,0,0,0,2,0,0,13963,19399,1500,3000,0,1000,1600,0,1
19888,2,3,1,48,0,0,0,0,0,0,14203,19993,1252,1581,1287,641,2684,0,0
19889,2,3,1,35,0,0,0,0,0,0,83719,97298,5000,18088,5500,6300,17300,25500,0
19890,2,2,1,36,-1,-1,-1,-1,-1,-1,2054,0,1950,2562,8582,2758,0,4163,0
19891,2,3,1,41,-2,-2,-2,-2,-2,-2,34578,965,495,502,950,5820,965,1028,0
19892,2,1,2,40,-1,-1,-2,-2,-1,0,7277,3412,6,0,3050,4412,0,0,0
19893,2,2,1,42,0,0,0,0,0,0,114740,112823,4038,5000,4000,5000,4000,5000,0
19894,2,2,2,37,0,0,0,0,0,0,336061,276516,12701,14100,12109,11482,11841,115165,0
19895,2,2,1,32,1,2,-1,-1,0,0,9990,0,0,1399,6548,0,0,0,1
19896,2,3,2,35,0,0,0,0,0,-1,18086,24511,1133,1124,2000,728,24709,1972,0
19897,2,2,1,49,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0
19898,2,1,2,33,2,2,0,0,0,0,73250,63430,0,3572,2645,1813,1878,2210,1
19899,2,2,1,41,2,0,0,0,0,0,348559,369358,13000,14600,15500,14000,13580,14000,1
19900,2,3,1,42,-1,-1,-1,2,-1,0,390,390,742,4000,0,780,0,1757,0
19901,2,2,1,45,0,0,0,0,0,0,59998,24901,2152,2464,1462,847,1007,3004,0
19902,2,2,1,44,-2,-2,-2,-2,-2,-2,0,0,804,11242,0,0,0,0,0
19903,2,1,1,40,-2,-2,-2,-2,-2,-2,12839,16791,11212,10933,62602,150000,16791,5777,0
19904,2,2,2,43,-2,-2,-2,-2,-2,-2,3577,0,1003,0,0,0,0,150,0
19905,2,1,2,45,-1,-1,-1,0,-1,-1,290,2355,5692,52858,100756,29488,2365,8762,0
19906,2,2,1,42,2,2,0,0,0,0,91534,70226,0,4458,2973,2606,2696,2695,1
19907,2,2,1,44,-1,0,-1,-1,-1,-1,3995,0,1000,824,0,1000,0,0,0
19908,2,2,2,31,-1,-1,-1,-1,-1,-1,1068,-150,0,100,0,1050,0,0,1
19909,2,1,2,33,0,0,0,0,0,0,77670,87241,6782,5000,4000,3000,9000,4000,0
19910,2,2,2,31,0,0,0,0,0,0,69957,0,3945,2764,5431,633,0,0,0
19911,2,2,2,31,0,0,0,0,0,0,309080,306515,11900,12000,12500,12930,12000,13500,0
19912,2,2,2,32,0,0,0,0,0,0,29480,23012,1431,1579,1402,804,732,1820,1
19913,2,3,1,33,0,0,0,0,0,0,40757,33810,2000,1719,1783,1200,1200,1500,0
19914,2,2,1,46,0,0,0,0,0,0,43990,51337,3000,3000,2000,3000,3000,1000,0
19915,2,3,2,40,0,0,0,0,0,0,212961,181304,63000,20078,30141,30000,60000,50000,0
19916,2,1,1,49,-2,-2,-2,-2,-2,-2,3340,174,0,1220,480,0,174,1162,0
19917,2,2,1,45,-1,-1,-1,-1,-1,-1,3650,1650,1650,5650,3300,1650,1650,1650,0
19918,2,2,1,44,0,-1,-1,-1,-1,-1,110472,5910,100957,5800,371718,2180,5910,6000,0
19919,2,1,1,44,-1,-1,-1,-1,-1,0,4025,330,2820,3094,0,330,0,1240,1
19920,2,4,1,40,0,0,0,0,0,0,44749,41921,2229,2298,2100,2500,1921,8432,0
19921,2,2,2,44,0,0,0,0,0,0,9725,7966,1200,1500,2000,1166,3500,1500,0
19922,2,2,2,31,0,0,0,0,0,0,98531,77013,3577,3680,3030,2701,2674,2669,1
19923,2,2,1,31,0,0,0,0,0,0,22716,10301,2000,1510,4000,1000,600,500,0
19924,2,2,1,34,0,0,0,0,0,0,3825,14282,3000,3000,3000,3000,3000,4000,0
19925,2,1,2,34,-1,2,-1,-1,-1,-1,652,326,0,326,326,326,326,326,1
19926,2,3,1,42,0,0,0,0,0,0,40285,37306,1658,1601,1587,1310,1510,2000,1
19927,2,2,1,39,1,-1,-1,-1,2,-1,0,24420,1380,0,404,0,24420,480,0
19928,2,3,1,36,-2,-2,-2,-2,-2,-2,170,0,1062,0,0,0,0,0,0
19929,2,2,1,49,-1,-1,-1,-1,-1,-1,11790,2140,2230,390,3470,390,2140,780,0
19930,2,2,1,36,0,0,0,0,0,0,26277,19586,1700,1800,1300,1000,1000,900,0
19931,2,3,2,49,0,0,2,0,0,0,46468,29274,5000,0,2500,1151,1156,1052,1
19932,2,1,2,36,0,0,0,0,0,0,71199,47781,2574,2816,3200,2911,1800,2000,0
19933,2,1,1,45,-2,-2,-1,2,2,-2,882,2240,258,629,3,2825,0,2011,0
19934,2,2,2,31,-1,-1,0,0,0,0,960,78967,4348,70000,4000,3000,3000,3000,0
19935,2,2,2,31,2,2,2,2,-2,-1,50539,29793,1000,0,420,560,29793,0,0
19936,2,1,2,36,0,0,2,0,0,2,176035,202417,25228,0,6947,14402,33,7167,0
19937,2,1,1,39,1,-2,-1,-1,-1,-2,0,0,0,181,2680,0,0,0,1
19938,2,2,1,45,0,0,0,0,0,0,36335,34468,1564,1594,1840,1378,1245,1388,0
19939,2,1,1,42,-1,-1,-1,-1,-2,-2,7338,0,15,4700,1925,2347,0,0,0
19940,2,1,1,39,1,-2,-2,-1,0,-1,-390,2203,0,0,11652,358,2203,390,0
19941,2,2,1,38,0,0,0,0,0,0,129416,124469,4836,4919,6246,4395,4524,4850,0
19942,2,2,1,45,0,0,-2,-2,-1,-1,12040,1728,0,0,0,150,1728,0,0
19943,2,1,1,38,0,0,0,0,0,2,85376,40963,4326,4322,2706,3575,0,1670,0
19944,2,1,2,34,-1,-1,-1,-1,0,-1,4677,3637,6187,4775,31188,0,4119,7390,0
19945,2,2,1,36,0,0,0,0,0,0,91801,54329,4000,10023,3047,2007,2086,2011,0
19946,2,2,1,39,0,0,0,0,0,0,45406,23344,3000,2000,2000,2000,2000,1087,0
19947,2,3,1,44,2,0,-1,-1,-1,0,31023,780,1000,390,390,780,0,0,0
19948,2,2,2,39,0,-1,-1,0,0,0,27918,266704,3145,278505,15000,9310,10000,9702,0
19949,2,2,2,33,1,-2,-2,-2,-2,-2,-189,-189,0,0,0,0,0,0,0
19950,2,3,1,37,0,0,0,0,0,0,85405,9234,3479,3319,2210,1095,1594,126463,0
19951,2,3,1,38,-2,-2,-2,-2,-2,-2,1535,1996,835,8939,5480,0,1996,0,0
19952,2,2,1,39,-2,-2,-2,-1,-1,-1,0,4222,2399,1647,502,597,4222,2117,0
19953,2,1,1,44,-2,-2,-2,-2,-2,-2,2128,2030,635,13337,4562,893,2030,0,0
19954,2,2,2,35,0,0,0,0,0,0,238887,197209,10000,3000,135050,5000,80000,8000,0
19955,2,2,1,35,1,-2,-2,-2,-1,-1,0,2000,0,0,0,4323,2000,0,0
19956,2,1,1,45,0,0,0,0,2,0,16452,24782,2616,2690,5100,0,1058,2000,0
19957,2,2,1,45,0,0,2,-1,0,0,3487,390,1213,0,3336,0,0,390,0
19958,2,2,1,35,0,0,0,0,-1,-1,27561,728,5000,1015,0,9002,728,10000,0
19959,2,3,1,45,0,0,0,2,0,0,17235,17709,1610,3215,0,780,640,1400,0
19960,2,2,1,46,1,2,2,-1,0,-1,4426,390,0,0,2253,0,390,1735,1
19961,2,2,1,35,0,0,0,0,0,3,20163,30607,2000,2000,3000,5000,2000,6000,0
19962,2,1,1,42,0,0,-1,-1,0,-1,16827,15104,1500,3856,13000,0,15104,16764,0
19963,2,3,1,41,0,0,2,2,-2,-2,10324,1080,3744,0,2911,9,1080,990,0
19964,2,1,2,44,-1,-1,-1,-1,-1,-1,4925,8660,32930,6975,5661,9109,8664,8917,0
19965,2,2,1,36,0,0,0,0,0,0,73953,12847,5168,5010,2005,2000,2000,2000,0
19966,2,1,1,36,-2,-2,-2,-2,-2,-2,2788,2290,25794,3007,4305,3737,2290,22259,0
19967,2,1,2,35,-1,-1,-1,-1,-1,-1,467,4489,2700,1000,9500,1000,4500,1301,0
19968,2,1,1,31,-2,-2,-2,-2,-2,-2,6181,19816,12140,26134,36650,37390,19816,5272,0
19969,2,1,2,32,-1,-1,-1,-1,-1,0,11942,942,3252,7289,8495,5184,1,2,0
19970,2,2,2,37,2,-1,2,2,-1,0,535,2424,3888,16,0,3047,12,0,0
19971,2,2,1,41,0,0,0,0,0,0,8920,9934,1161,1187,1439,345,346,487,0
19972,2,1,1,31,0,0,0,0,0,0,263688,264598,8993,9501,9577,9584,10006,9269,0
19973,2,1,1,32,-2,-2,-2,-2,-2,-2,3616,4893,0,6656,3328,3828,4893,4687,0
19974,2,2,2,36,-2,-1,-1,-1,-2,-2,0,0,1290,2985,0,0,0,0,0
19975,2,1,1,41,0,0,2,0,0,0,138657,154870,22000,0,8000,7000,6500,5000,0
19976,2,1,2,32,1,-2,-1,-1,-1,-1,-974,6138,0,21337,770,0,6138,0,0
19977,2,2,1,32,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0
19978,2,2,2,35,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0
19979,2,2,1,45,0,0,0,0,0,-1,60236,12890,6007,1566,1441,259,12891,12497,0
19980,2,1,2,31,0,0,0,0,0,0,123306,158664,5000,8000,5000,1342,150000,6800,0
19981,2,2,3,43,0,0,0,0,0,0,81147,129622,101522,10264,4598,9600,20000,5000,0
19982,2,1,1,47,3,2,2,2,2,2,5000,5000,0,0,0,0,0,0,1
19983,2,2,1,34,-2,-2,-2,-2,-2,-2,1533,0,3921,6405,0,0,0,0,0
19984,2,3,2,43,0,0,0,0,-1,0,65349,27570,2300,2507,1000,28512,994,999,1
19985,2,1,2,33,-2,-2,-1,-1,-1,0,1900,810,0,204,0,3000,0,0,0
19986,2,2,1,37,-2,-2,-2,-1,0,0,2218,19565,13256,4039,10692,8000,9000,1000,0
19987,2,1,1,48,1,-1,-1,-1,-1,0,500,1155,7081,1460,6213,7195,0,878,0
19988,2,1,2,42,2,0,0,2,2,2,34218,38932,1893,3600,0,3000,0,3500,1
19989,2,1,2,32,0,0,0,0,0,0,58776,15841,2010,2037,1218,2182,1003,1001,0
19990,2,2,1,32,-1,2,-1,0,0,0,3204,28997,0,29425,2000,1528,1518,2000,0
19991,2,2,1,33,1,2,0,0,0,0,51900,20541,0,1500,1300,1505,1000,1000,0
19992,2,2,1,34,-1,-1,0,0,-1,-1,626,360,1921,19000,2624,888,360,360,0
19993,2,1,1,49,-1,-1,-2,-2,-1,0,1104,1500,0,0,0,3000,0,3212,0
19994,2,2,1,41,0,0,0,0,0,0,348397,274502,14006,19077,9518,9576,11083,12010,0
19995,2,2,1,40,0,0,0,0,0,0,133559,107785,5400,6950,4600,4000,2000,2300,0
19996,2,2,1,37,0,0,0,0,0,0,59462,29110,3000,2570,2202,1200,1100,1100,1
19997,2,2,1,41,-1,-1,-2,-1,0,-1,2025,399,0,0,9194,0,399,9290,0
19998,2,2,1,41,0,0,-1,-1,-1,-1,4474,620,3000,2306,2610,0,620,0,0
19999,2,2,1,37,-1,2,-1,-1,-1,0,1769,566,0,14015,0,1317,0,0,0
20000,2,1,1,43,-1,-1,-1,-1,-1,-1,4009,4691,1689,12373,12099,1832,5001,10311,1
20001,2,1,2,38,3,2,-1,-1,0,0,2156,36627,0,1151,35499,10000,6627,7000,0
20002,2,1,1,39,-2,-2,-2,-2,-2,-2,5553,342,2294,359,0,353,342,0,0
20003,2,1,1,37,-1,0,-1,0,0,0,10677,9899,31008,26862,3000,2000,3000,0,0
20004,2,1,1,47,-2,-2,-2,-2,-2,-2,3634,2055,299,1169,6708,0,2065,1133,0
20005,2,1,1,45,-1,-1,-1,-1,-1,-1,6348,499,0,967,0,699,499,0,1
20006,2,2,2,43,0,0,0,0,0,0,48474,28571,2334,1918,12530,1001,1035,1198,0
20007,2,2,1,46,-1,-1,-1,-1,-1,-1,578,438,911,578,578,578,438,280,0
20008,2,1,2,31,0,0,0,0,0,0,90708,85471,2768,48617,3243,3000,3233,3000,0
20009,2,1,2,37,-2,-2,-2,-2,-2,-2,1985,0,8075,20200,1671,1244,0,809,0
20010,2,2,1,34,0,0,2,0,0,0,201223,125004,17580,0,7193,3500,4881,3679,1
20011,2,3,2,33,2,0,0,0,0,0,170348,171106,7622,7354,7464,6127,6550,6100,0
20012,2,1,2,41,-1,-1,-1,-1,-1,-1,2615,25713,9855,21162,45614,23359,25713,9884,0
20013,2,1,1,42,-1,2,-1,-1,-1,-1,3931,3683,0,27036,1559,1962,3683,3074,0
20014,2,3,2,41,-2,-2,-2,-2,-2,-2,3578,4268,3658,3578,3578,3578,4268,3578,0
20015,2,1,2,35,-1,-1,-1,-1,-1,-2,3027,1314,1116,2183,5468,80,1314,0,0
20016,2,1,1,36,-2,-2,-2,-2,-2,-2,0,2724,1663,4777,1763,2445,2727,17136,0
20017,2,2,1,44,0,0,0,0,0,0,42214,48674,2000,3000,3000,3000,2000,2000,0
20018,2,2,2,42,0,0,0,0,0,0,437492,324386,14710,14200,12300,11200,11200,11200,0
20019,2,1,2,30,0,0,0,0,0,0,192045,201927,9300,9500,9509,7100,7800,8200,0
20020,2,1,2,30,-1,-1,-1,-1,-1,0,3376,682,0,4649,1533,7378,0,0,0
20021,2,3,2,31,1,-1,3,2,2,-2,-363,-2400,567,0,0,0,20,3800,0
20022,2,2,2,30,0,0,0,0,0,0,184705,151226,7000,9057,6507,9808,6000,5500,0
20023,2,1,2,30,0,0,0,0,0,0,144807,189259,20000,10000,10000,7200,14000,7200,0
20024,2,3,1,44,-1,-1,-1,-1,-1,-1,1473,1473,1473,1473,1473,1473,1473,34619,0
20025,2,2,2,30,-1,0,0,0,0,0,2429,6587,1500,1300,1500,380,500,500,1
20026,2,1,2,36,0,0,0,0,0,-1,39317,7601,1808,1657,1000,206,7601,286,1
20027,2,1,1,39,-1,-1,-1,0,-1,0,547,547,547,759,1000,796,0,249,0
20028,2,1,1,43,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,1
20029,2,2,2,30,0,0,0,0,0,0,197436,218692,7500,7527,8000,8000,8000,8500,0
20030,2,4,2,30,-1,-1,2,-1,-1,-1,17160,7809,2880,0,9470,5834,7809,2886,0
20031,2,2,2,36,2,2,0,0,0,0,247477,203585,11,10949,9419,7461,7601,7501,0
20032,2,3,2,32,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0
20033,2,2,1,32,1,2,0,0,0,0,18931,15424,0,1414,1146,729,970,0,0
20034,2,3,1,44,-2,-2,-2,-2,-2,-2,-18,-18,0,0,0,0,0,0,0
20035,2,1,1,32,-2,-2,-2,-2,-2,-2,3829,4768,4374,4423,18311,2887,4768,591,0
20036,2,2,1,44,-2,-2,-2,-2,-2,-2,1715,490,3680,12657,224,223,492,494,0
20037,2,2,1,44,0,-1,-1,-1,-1,-1,7948,257,576,2684,2319,1905,257,3743,0
20038,2,2,1,45,0,0,0,0,0,-1,494140,9684,14515,10815,5874,2729,9784,279706,0
20039,2,2,1,40,-1,0,0,0,2,0,101873,89112,3517,3537,6810,0,2764,3500,0
20040,2,2,2,36,0,-1,-1,0,0,0,2114,29180,490,33299,1400,572,584,400,0
20041,2,2,1,48,0,0,0,0,0,0,85378,59748,2664,2376,2084,2095,2169,2182,0
20042,2,2,1,45,0,-1,-1,-1,-1,-1,20137,4875,3332,3752,6487,3437,4875,24181,0
20043,2,2,2,32,-1,-1,-1,-1,-1,-1,18477,10000,16370,11125,10000,10000,10000,301,0
20044,2,3,1,35,0,0,0,0,0,0,19792,19885,1339,1500,1290,1500,704,882,0
20045,2,1,2,37,-2,-2,-2,-2,-2,-2,-18,-18,18,0,0,0,0,0,1
20046,2,2,1,41,-1,2,2,-1,0,0,2427,-75,935,0,5362,0,0,0,0
20047,2,1,1,44,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0
20048,2,2,1,45,0,0,0,0,0,0,12975,11166,1520,2000,1452,1000,649,344,0
20049,2,3,1,46,-1,-1,-1,-2,-2,-2,960,0,485,0,0,0,0,0,0
20050,2,2,3,43,0,0,0,0,0,2,6110,7574,1240,1200,1120,980,0,268,0
20051,2,1,1,39,-2,-2,-2,-2,-2,-2,2973,8492,2702,7286,2978,2369,10011,7259,0
20052,2,1,1,37,0,0,0,0,0,0,104989,79502,4369,3343,3137,2914,3151,3320,0
20053,2,1,1,39,0,0,0,0,0,0,388357,200777,14193,14740,9655,6453,5478,4919,1
20054,2,2,2,33,0,0,0,0,2,0,12554,17443,1523,1567,3400,0,1000,1000,0
20055,2,1,1,45,-2,-2,-2,-2,-2,-2,0,136,0,0,0,0,136,1233,0
20056,2,2,1,47,-1,-1,-1,-1,-1,-1,507,999,892,5269,8193,596,999,176340,0
20057,2,2,2,48,0,0,0,0,0,0,50099,25040,1291,2000,2000,3000,2000,2000,0
20058,2,1,1,37,-1,-1,-1,-1,-1,-1,2028,728,286,14255,10071,317,728,16312,0
20059,2,1,1,47,-2,-2,-2,-2,-2,-2,39139,2086,15374,12904,12541,5330,2086,2627,0
20060,2,1,1,43,-1,-1,-1,-1,-1,-1,2980,5054,2817,0,450,748,5054,4711,1
20061,2,4,1,40,0,0,0,0,0,0,195688,199014,7636,5653,5545,5532,5859,6818,0
20062,2,1,1,37,-2,-2,-2,-2,-2,-2,16801,23024,14805,23111,49397,35313,23856,27740,0
20063,2,2,1,32,-1,0,0,0,0,0,29222,22492,1432,1452,1226,675,748,569,0
20064,2,1,1,41,-1,0,0,0,0,0,30680,92599,100000,16036,5000,3000,3000,3000,0
20065,2,1,2,43,0,0,0,0,0,0,29327,0,1659,1589,1551,1124,0,0,0
20066,2,2,2,45,0,0,0,0,-2,-2,7221,-1560,1245,1400,0,0,0,0,0
20067,2,1,2,45,0,0,0,0,0,0,87206,41677,5303,10000,1200,12000,10000,0,0
20068,2,1,2,37,-2,-2,-2,-2,-2,-2,702,0,0,0,0,0,0,0,0
20069,2,1,2,38,1,2,0,0,0,0,4741,0,0,2000,2000,243,0,0,1
